id,count
0,103.80439891455039
1,194.80940702393707
2,60.35027022275316
4,61.20827804282973
5,67.55642112935588
10,131.92669202425668
11,212.04054677427658
12,274.0427479380735
15,57.21869282313819
17,128.75432136118945
18,266.24342834340734
23,223.06053089577594
25,104.69382583472127
26,53.607533530261826
31,178.129942526291
39,163.0888804544298
40,31.40748429051097
41,116.20132735302452
42,287.1576705810838
43,156.35140658537742
51,200.60484161676933
52,97.82916428516592
54,39.00999513254297
60,125.4698070651866
61,126.98476095295514
62,104.11953904024809
63,24.506839035455315
65,129.07464558031015
66,115.21392954617578
68,186.55375296014952
71,81.54507187572067
80,46.993093421879905
82,81.85992121476922
94,94.74172794594323
98,276.6869237273717
101,58.53498538823976
102,116.95873798170157
107,118.64794636482566
112,223.38601255651005
113,93.61216050390472
115,65.66529772119893
116,126.30146867625797
120,172.5109990726543
121,93.7149387091029
122,300.80424949800374
132,189.68390662323887
143,88.7980045429673
147,75.9113984145335
150,35.38966226442917
151,88.96962850023061
152,233.50937215676154
153,103.42852508146507
155,125.19299686008742
156,86.04375957996471
159,185.05074960426904
161,138.69259259591215
163,62.91949738276194
177,184.86144585371434
186,43.182369960006305
188,29.23056280345001
190,91.68370677493823
191,94.28941871594203
192,266.0434550698565
195,275.6134073011692
200,156.53208685998615
209,292.6151655929712
210,37.455123957666736
211,243.64469831787505
214,135.30387983433894
215,56.74665456639499
218,108.83397106211214
219,42.59097836783517
222,135.7000479578589
225,30.416876020101853
228,304.2161036034095
236,227.03583771732403
241,36.91222246910017
242,175.81218295351496
243,225.7655539150136
245,41.396190249041126
247,239.57061426633723
251,125.20729053198325
252,87.48774741700349
253,99.67967841608099
254,96.70773793026444
258,322.8452978420476
260,61.317546989782876
261,169.71855559615494
265,101.0626238595939
266,235.0681317916335
267,229.15019601971926
269,178.70950997394766
270,74.42604925243808
275,113.73346371374652
278,59.25175674028071
279,81.41244148136964
286,101.78483895694576
287,35.95017740522519
288,217.33343850567084
289,137.56796477453508
293,32.9376674060691
294,160.53753629101013
297,33.12933459882887
302,112.85277683170615
303,89.93866755661941
304,56.59305849471162
307,100.65394490954247
309,47.34806249792712
311,200.7954341441243
312,95.92547981844832
314,181.30497794332246
315,237.64565542121863
319,170.36986527960894
322,115.72018409660164
323,69.61611898903713
325,119.8661949981979
327,192.65305781277925
330,54.65114704155829
332,206.42601880485518
333,44.51961775797762
338,104.26893355106603
341,108.14933342738591
345,111.51301017913465
348,110.58468151003326
349,73.05355000795618
350,124.23585673254944
352,55.11631415099678
355,22.426219291102807
356,213.33970067532968
358,72.3340925764153
363,126.06240374477852
369,149.71416530127956
371,31.243873131376812
372,116.90145747593307
375,273.56308574251494
380,111.82035711844871
388,60.50480523892666
391,142.426337558
392,203.93190107023543
393,301.75922340632326
394,157.72599202969351
396,38.13212579887492
401,39.135525674511904
407,88.18640038046003
409,107.58352445368168
410,120.31360388596981
416,100.80970782641158
418,124.33074760149354
420,165.78256055085538
421,218.04243034870663
422,134.64491596838295
424,275.46881139476346
428,276.64473383411854
429,224.921046352135
431,155.02896450732598
435,21.12314604115693
439,116.831991934854
441,43.14586271250382
447,88.2723156094723
449,157.60734069432775
451,156.18804759411003
452,40.03326335502849
454,190.50989574401174
458,199.79733858071293
463,113.29798207438823
467,48.640520370761884
470,144.62513502664675
471,162.89212892469317
474,253.28331945656666
478,50.905181334098245
483,116.72294258074636
484,159.11352689692873
485,98.49946262806391
486,113.87570157389136
